run,label,image_set,n_images,dataset,model.name,model.dim,data.mode,data.path,data.batch_size,data.crop_size,training.seed,training.max_iterations,loss.mode,loss.recon_weight,loss.anchor_version,loss.anchor_weight,loss.bdsp_weight,loss.smooth_weight,loss.smooth_version,full_sample_count,full_selection_metric,full_selected_checkpoint_step,full_selected_value,full_total_loss,full_recon_loss,full_recon_weighted_loss,full_anchor_loss,full_anchor_weighted_loss,full_bdsp_loss,full_bdsp_weighted_loss,full_smooth_loss,full_smooth_weighted_loss,input_low_mean_mean,input_low_mean_median,input_low_mean_p05,input_low_mean_p95,input_low_gray_std_mean,input_low_gray_std_median,input_low_gray_std_p05,input_low_gray_std_p95,r_low_mean_mean,r_low_mean_median,r_low_mean_p05,r_low_mean_p95,r_low_std_mean,r_low_std_median,r_low_std_p05,r_low_std_p95,r_low_gray_std_mean,r_low_gray_std_median,r_low_gray_std_p05,r_low_gray_std_p95,r_low_bright_095_mean,r_low_bright_095_median,r_low_bright_095_p05,r_low_bright_095_p95,r_low_dark_005_mean,r_low_dark_005_median,r_low_dark_005_p05,r_low_dark_005_p95,r_low_mean_gain_vs_input_mean,r_low_mean_gain_vs_input_median,r_low_mean_gain_vs_input_p05,r_low_mean_gain_vs_input_p95,r_low_contrast_gain_vs_input_mean,r_low_contrast_gain_vs_input_median,r_low_contrast_gain_vs_input_p05,r_low_contrast_gain_vs_input_p95,r_low_tv_to_input_mean,r_low_tv_to_input_median,r_low_tv_to_input_p05,r_low_tv_to_input_p95,r_low_input_gray_corr_mean,r_low_input_gray_corr_median,r_low_input_gray_corr_p05,r_low_input_gray_corr_p95,r_low_input_chroma_l1_mean,r_low_input_chroma_l1_median,r_low_input_chroma_l1_p05,r_low_input_chroma_l1_p95,l_low_mean_mean,l_low_mean_median,l_low_mean_p05,l_low_mean_p95,l_low_std_mean,l_low_std_median,l_low_std_p05,l_low_std_p95,l_low_bright_095_mean,l_low_bright_095_median,l_low_bright_095_p05,l_low_bright_095_p95,l_low_tv_to_input_mean,l_low_tv_to_input_median,l_low_tv_to_input_p05,l_low_tv_to_input_p95,l_low_input_gray_corr_mean,l_low_input_gray_corr_median,l_low_input_gray_corr_p05,l_low_input_gray_corr_p95,self_low_l1_mean,self_low_l1_median,self_low_l1_p05,self_low_l1_p95,self_low_psnr_mean,self_low_psnr_median,self_low_psnr_p05,self_low_psnr_p95,anchor_target_mean,anchor_target_median,anchor_target_p05,anchor_target_p95,anchor_abs_error_mean,anchor_abs_error_median,anchor_abs_error_p05,anchor_abs_error_p95,r_low_highref_mean_ratio_abs_err,rank_self_recon,rank_r_noise,rank_l_leakage_corr,rank_anchor_diagnostic,rank_r_bright,rank_full_recon,canonical_anchor_penalty,pure_single_rank_score,input_low_highref_psnr_mean,input_low_highref_psnr_median,input_low_highref_psnr_p05,input_low_highref_psnr_p95,r_low_highref_l1_mean,r_low_highref_l1_median,r_low_highref_l1_p05,r_low_highref_l1_p95,r_low_highref_psnr_mean,r_low_highref_psnr_median,r_low_highref_psnr_p05,r_low_highref_psnr_p95,r_low_highref_ssim_mean,r_low_highref_ssim_median,r_low_highref_ssim_p05,r_low_highref_ssim_p95,r_low_highref_mean_ratio_mean,r_low_highref_mean_ratio_median,r_low_highref_mean_ratio_p05,r_low_highref_mean_ratio_p95,r_low_highref_overbright_010_mean,r_low_highref_overbright_010_median,r_low_highref_overbright_010_p05,r_low_highref_overbright_010_p95,r_low_highref_chroma_l1_mean,r_low_highref_chroma_l1_median,r_low_highref_chroma_l1_p05,r_low_highref_chroma_l1_p95,r_low_highref_gray_corr_mean,r_low_highref_gray_corr_median,r_low_highref_gray_corr_p05,r_low_highref_gray_corr_p95,r_low_highref_psnr_gain_vs_input_mean,r_low_highref_psnr_gain_vs_input_median,r_low_highref_psnr_gain_vs_input_p05,r_low_highref_psnr_gain_vs_input_p95,rank_highref,rank_highref_scale,rank_highref_overbright
BDDnight_0.3r_0.05anchorv2_0.05bdsp_0.1smv1_20260716-102043,r0.3-a2-sm0.1v1,final_best,250,BDDnight,RetinexPixelTrans,24,pure_low_single,/home/ipr4090/2024_hzf/Datasets/BDDnight,4,512,42,10000,pure_low_single_pixel,0.3,v2,0.05,0.05,0.1,v1,3929,total_loss,10000,0.006537249148959617,0.006537249148959617,0.006236947429470469,0.0018710843051259174,0.032369980891964065,0.0016184990724738802,0.051811643307955096,0.002590582211928328,0.004570835546255453,0.00045708356217594853,0.12402331176400185,0.115222979336977,0.04433740135282278,0.23794283866882315,0.12848626284301282,0.1253480166196823,0.06471055001020432,0.20396742671728135,0.6725956214666367,0.6782518625259399,0.5162825047969818,0.8121347218751906,0.20223826920986177,0.20163863897323608,0.1312173381447792,0.27130024284124377,0.15811331671476364,0.15602653473615646,0.09631337076425553,0.2177925288677215,0.10384117766203704,0.09214644820601853,0.033261121961805556,0.2195824471932869,1.6941550925925927e-06,0.0,0.0,3.0924479166666607e-06,6.658635758249843,6.001718959200694,3.168604477853096,12.116353471156092,1.426311031723154,1.192341883363345,0.6078150295980758,2.9485064040027122,4.988557731579425,4.337185423300008,2.2679253807087054,9.220141370758274,0.6095218203060828,0.6054193950824618,0.4897178258817946,0.7499532797393568,0.026726983526721596,0.019300409592688084,0.008167660422623157,0.07138872072100638,0.15384549087285995,0.14442037045955658,0.06117616109549999,0.2908737286925316,0.1350158257484436,0.13116945326328278,0.06681637838482857,0.2115745931863784,0.006587274305555555,0.0035801866319444446,0.0001875,0.01967089843749999,0.7036927961485627,0.701773109439118,0.6085581119681875,0.7989778729409199,0.9793737645553724,0.9834992021888225,0.953121818084385,0.9936153477279625,0.0070030844770371916,0.006390796974301338,0.004025858826935291,0.011999284150078891,36.881276660872416,36.89925332099794,32.48256076900279,41.552908435116564,0.12402331176400185,0.115222979336977,0.04433740135282278,0.23794283866882315,0.029822179108858107,0.027410008013248444,0.01518421582877636,0.05112742707133291,nan,4,4,3,2,4,4,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDDnight_0.3r_0.05anchorv2_0.05bdsp_0.5smv1_20260716-123043,r0.3-a2-sm0.5v1,final_best,250,BDDnight,RetinexPixelTrans,24,pure_low_single,/home/ipr4090/2024_hzf/Datasets/BDDnight,4,512,42,10000,pure_low_single_pixel,0.3,v2,0.05,0.05,0.5,v1,3929,total_loss,10000,0.007828976373743104,0.007828976373743104,0.009001591496243523,0.0027004775588113134,0.028436089658455014,0.0014218045085628622,0.054676983497902225,0.0027338492228479124,0.00194569014930862,0.00097284507465431,0.12402331176400185,0.115222979336977,0.04433740135282278,0.23794283866882315,0.12848626284301282,0.1253480166196823,0.06471055001020432,0.20396742671728135,0.7013406759500503,0.7013734579086304,0.5703753083944321,0.8259140640497207,0.20568215721845626,0.20272844284772873,0.1323707565665245,0.28935547173023224,0.15094604533910752,0.15074090659618378,0.10442747659981251,0.19566479250788688,0.12234256365740741,0.11321759259259259,0.048784830729166666,0.2235451750578703,0.0008242505787037037,2.6945891203703703e-05,1.4467592592592592e-06,0.0012672706886574072,7.075371895292722,6.180387067288756,3.181258270677138,13.418213149321012,1.3445503736565112,1.1463979780488687,0.6473913568349103,2.6306902811064,22.234039830992717,16.31549261981923,7.504653465843907,50.52170965216939,0.5286943334922828,0.5282679414834371,0.3750353224644619,0.6795257724158252,0.03920478416606784,0.0297790989279747,0.014500382728874684,0.0953984286636114,0.14985896757990122,0.13970104604959488,0.055324604175984865,0.29100446999073026,0.13611511945724486,0.1320813000202179,0.06733908206224443,0.21321243494749062,0.006462821180555555,0.0033935546875,0.00018473307291666668,0.019865831163194406,0.6556497001059641,0.6533142166038199,0.5532825620334989,0.7601508125233591,0.9765598217202288,0.9807659677655116,0.9505984754955938,0.9920824549006977,0.009833170345053077,0.009109263774007559,0.00552270570769906,0.01617812355980277,34.00493240308719,33.838911551396976,29.9973429752383,38.54058074304493,0.12402331176400185,0.115222979336977,0.04433740135282278,0.23794283866882315,0.02583565581589937,0.023449517786502838,0.009732050821185112,0.05128760114312168,nan,5,5,2,1,5,5,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDDnight_1.0r_0.05anchorv2_0.05bdsp_0.0smv1_20260715-233953,r1-a2-sm0v1,final_best,250,BDDnight,RetinexPixelTrans,24,pure_low_single,/home/ipr4090/2024_hzf/Datasets/BDDnight,4,512,42,10000,pure_low_single_pixel,1.0,v2,0.05,0.05,0.0,v1,3929,total_loss,10000,0.00954168740390677,0.00954168740390677,0.003551824143989361,0.003551824143989361,0.04638473213394048,0.002319236643408295,0.07341253094339104,0.0036706266083609295,,,0.12402331176400185,0.115222979336977,0.04433740135282278,0.23794283866882315,0.12848626284301282,0.1253480166196823,0.06471055001020432,0.20396742671728135,0.6137149119377137,0.6184758543968201,0.46250949054956436,0.7546322822570801,0.18917023929953575,0.1890181452035904,0.1265642486512661,0.2542557299137114,0.14228401781618596,0.14449621737003326,0.09075894244015217,0.18077283799648286,0.0353598582175926,0.024766167534722223,0.004100495515046297,0.1130433485243055,7.868778935185184e-05,3.616898148148148e-07,0.0,0.00028389033564814705,6.014642131115576,5.4636750762703015,2.968526564572076,10.634134738238991,1.2575451607656798,1.1269393219980022,0.5840214069759315,2.3247451524020075,3.3155531189382557,2.89325955910621,1.4815794724577067,6.373097739957807,0.7131480070105414,0.7145277889575773,0.6205417288443307,0.8183650651766523,0.015661408921703698,0.010859665460884571,0.0047349400119856,0.044254266098141634,0.16801612292230128,0.15859201550483704,0.0736117534339428,0.306708912551403,0.13890404629707337,0.1341053992509842,0.06996836923062802,0.21564416140317916,0.008184340277777778,0.004717881944444445,0.00035134548611111114,0.026282714843749985,0.8484165630510916,0.8428746692648231,0.7562785461825311,0.9687398161294549,0.9831216618130982,0.9873513517779959,0.9586329861960206,0.9956809827468969,0.00411280181678012,0.0036915068048983812,0.0022870380082167683,0.006969666457735,41.40713518771281,41.34517841317441,36.40099703751303,46.63896206644892,0.12402331176400185,0.115222979336977,0.04433740135282278,0.23794283866882315,0.04399281115829944,0.04262469708919525,0.026648358441889286,0.0719378776848316,nan,1,1,5,3,3,1,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDDnight_1.0r_0.05anchorv2_0.05bdsp_0.1smv1_20260716-060543,r1-a2-sm0.1v1,final_best,250,BDDnight,RetinexPixelTrans,24,pure_low_single,/home/ipr4090/2024_hzf/Datasets/BDDnight,4,512,42,10000,pure_low_single_pixel,1.0,v2,0.05,0.05,0.1,v1,3929,total_loss,10000,0.010109085442446653,0.010109085442446653,0.003581836367261587,0.003581836367261587,0.04875776098486909,0.0024378880927517924,0.07116626612282673,0.0035583133635993646,0.00531047604078288,0.0005310476135301811,0.12402331176400185,0.115222979336977,0.04433740135282278,0.23794283866882315,0.12848626284301282,0.1253480166196823,0.06471055001020432,0.20396742671728135,0.6034534550905227,0.6104469895362854,0.4459217920899391,0.7458004087209702,0.189733438372612,0.1909596249461174,0.1264391325414181,0.2500821255147456,0.14549435833096505,0.14739691466093063,0.0902380246669054,0.19008388370275497,0.02648214699074074,0.017926793981481483,0.003629701967592593,0.08265001085069443,0.00016213541666666668,1.6276041666666666e-06,0.0,0.0006049985532407401,5.893229844657922,5.376773407270248,2.9246458915529203,10.309137166904339,1.2906550014001676,1.144747753200853,0.5878680264583116,2.4508376316791525,3.531574426621654,3.0783460211823113,1.6437672319851382,6.670115196500859,0.7063636804002907,0.7073113928903869,0.6116520550938029,0.8122147635299141,0.015572185995988547,0.010837488807737827,0.004658448277041316,0.04361524805426596,0.1703963358476758,0.16100025177001953,0.0748543068766594,0.31136805117130273,0.13962814128398895,0.13476496934890747,0.07009102590382099,0.21652256250381463,0.00819,0.004644097222222222,0.0003318142361111112,0.026450954861111084,0.7745691471167866,0.7720273529936114,0.6797059718377292,0.875452047758042,0.9809355562596174,0.9849862437554469,0.9570587443691002,0.9945633173829393,0.004157714799046516,0.0037680830573663116,0.002335147256962955,0.00696273981593549,40.95214116137729,40.86935071130184,36.025128230604196,46.104887036065506,0.12402331176400185,0.115222979336977,0.04433740135282278,0.23794283866882315,0.046373024083673955,0.0449863076210022,0.028064182586967946,0.07627192214131354,nan,2,2,4,4,2,2,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDDnight_1.0r_0.05anchorv2_0.05bdsp_0.5smv1_20260716-081309,r1-a2-sm0.5v1,final_best,250,BDDnight,RetinexPixelTrans,24,pure_low_single,/home/ipr4090/2024_hzf/Datasets/BDDnight,4,512,42,10000,pure_low_single_pixel,1.0,v2,0.05,0.05,0.5,v1,3929,total_loss,10000,0.01173118590743495,0.01173118590743495,0.003776435276704868,0.003776435276704868,0.05106303031627657,0.0025531515595177225,0.06592766446606382,0.0032963832731522976,0.004210431512682723,0.0021052157563413616,0.12402331176400185,0.115222979336977,0.04433740135282278,0.23794283866882315,0.12848626284301282,0.1253480166196823,0.06471055001020432,0.20396742671728135,0.5992704620361328,0.5994989275932312,0.46326519548892975,0.7272234708070755,0.1890203456580639,0.18907218426465988,0.1324027068912983,0.24713335037231443,0.1456995265483856,0.14522194862365723,0.10085858628153802,0.1870893448591232,0.020688337673611112,0.015610894097222223,0.004975278501157407,0.05020959924768518,0.0005072019675925926,9.403935185185186e-06,0.0,0.001147298177083332,5.915672523777341,5.306036365038491,2.840473519689103,10.6429128210682,1.2844305010586867,1.135505892522563,0.637041450710959,2.4164370928399155,3.9058735190096527,3.444752579290518,1.9597118525702002,7.110266638520626,0.6877047034223527,0.6899283567673747,0.5954630713239417,0.7972966070909344,0.015549093619920313,0.010987404268234968,0.004781458876095712,0.043144202604889846,0.1728475946560502,0.16346192359924316,0.07180148772895337,0.3192671909928322,0.14165252062678338,0.13796032220125198,0.07109733149409295,0.22029729634523393,0.008207821180555555,0.004380425347222222,0.00026768663194444447,0.02690337456597222,0.6472086803698601,0.6435618584006746,0.5410597660179022,0.7516514975966584,0.97292319558484,0.9765238408727117,0.9486664299801935,0.9898878093608892,0.004499431997537613,0.004126246552914381,0.0025936900172382595,0.007337292144075034,39.834992290772604,39.68966202547588,35.51032670142462,44.91779900228939,0.12402331176400185,0.115222979336977,0.04433740135282278,0.23794283866882315,0.04882428289204836,0.04769250378012657,0.025735479407012464,0.08356198146939278,nan,3,3,1,5,1,3,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOLv2_0.3r_0.05anchorv2_0.05bdsp_0.1smv1_20260714-223238,r0.3-a2-sm0.1v1,best,100,LOLv2,RetinexPixelTrans,24,pure_low_single,datasets/LOLv2,8,384,42,10000,pure_low_single_pixel,0.3,v2,0.05,0.05,0.1,v1,,,,,,,,,,,,,,0.055691269244998697,0.046056926250457764,0.01882943119853735,0.12520217970013617,0.042298272466287014,0.03508896380662918,0.014242716925218703,0.10489877574145794,0.5845889434218406,0.577194094657898,0.46833413243293764,0.7270409852266312,0.22042792193591595,0.22552503645420074,0.16448673531413077,0.26257694512605667,0.1897458716481924,0.19064898043870926,0.14107247292995453,0.23124215006828305,0.020891805555555556,0.01255138888888889,0.0022382638888888895,0.061523888888888885,0.0006728472222222221,6.527777777777778e-05,0.0,0.004001111111111108,13.108532383396957,12.200793814649629,5.657259688135952,27.22706960231814,5.746111297802245,5.168313912293089,1.764305601220879,10.13783360249704,11.529113344963967,11.120284849574974,6.436785823648272,19.371427730596864,0.8039152145875467,0.8284993124466816,0.6293138784777569,0.9444543338120293,0.08851968940347434,0.08585638925433159,0.022681799437850717,0.1729198172688484,0.07328192183747888,0.062305549159646034,0.025766230840235948,0.15116286277770996,0.04125954042188823,0.03409760259091854,0.014388235611841082,0.11042017862200737,0.0,0.0,0.0,0.0,0.15886604708839902,0.15373591319835817,0.09503933526011313,0.22643202532328688,0.8932692605109847,0.9016765349772191,0.7721155281672627,0.9750435856744477,0.008927341285161674,0.008465064223855734,0.0063058784231543544,0.012448951788246631,36.99525452234873,37.14280316261633,32.29832758098995,41.01231667767059,0.055691269244998697,0.046056926250457764,0.01882943119853735,0.12520217970013617,0.01759065259248018,0.01712566614151001,0.006635595671832562,0.029881707206368444,0.6386134518000777,9,18,16,2,17,1,0,252,9.718215424642969,9.825046727604462,6.128033403386111,12.716967267530812,0.23120524816215038,0.21835795044898987,0.11565615199506284,0.36507310867309567,12.034625774499588,11.816750324236477,8.212109350358816,16.703520988590377,0.4080727085471153,0.40445417165756226,0.24405486807227136,0.5491571456193924,1.6386134518000777,1.59672731802726,1.1131933169140746,2.249654182599985,0.7507043333333333,0.83414375,0.23407104166666667,0.979228125,0.045741641568019985,0.04083872400224209,0.013689443096518516,0.08143608197569847,0.8448089474614535,0.857089344093576,0.7154904316303408,0.9171354565366566,2.316410349856621,1.9837891184952792,-4.124560496205218,10.796052483704065,18,17,17
LOLv2_0.3r_0.05anchorv2_0.05bdsp_0.5smv1_20260715-015134,r0.3-a2-sm0.5v1,best,100,LOLv2,RetinexPixelTrans,24,pure_low_single,datasets/LOLv2,8,384,42,10000,pure_low_single_pixel,0.3,v2,0.05,0.05,0.5,v1,,,,,,,,,,,,,,0.055691269244998697,0.046056926250457764,0.01882943119853735,0.12520217970013617,0.042298272466287014,0.03508896380662918,0.014242716925218703,0.10489877574145794,0.5858987909555435,0.5799105763435364,0.47167771607637404,0.7281763136386871,0.21979054234921933,0.22506482154130936,0.16507411897182464,0.26146419942378996,0.19008179001510142,0.18839763849973679,0.14028648138046262,0.23076031282544135,0.02361413888888889,0.017613888888888887,0.0033377083333333336,0.059652083333333335,0.0010392222222222222,9.583333333333332e-05,0.0,0.005657499999999998,13.152648517502742,12.152232455152987,5.6938104279638395,27.227323504558978,5.729597723008229,5.272603489998013,1.783426202301039,9.973284967804005,11.696072535076162,11.117245168829456,6.384576100719103,19.208078033717744,0.8079067155270017,0.8255442352566856,0.6435006443366194,0.9420103467010955,0.08710216191597282,0.08337455242872238,0.022339299879968168,0.17040968611836432,0.07377580316737294,0.06255231611430645,0.02656614501029253,0.15076885223388672,0.03874320939183235,0.03247611224651337,0.013593955524265766,0.10333517827093601,0.0,0.0,0.0,0.0,0.11905304668126282,0.11204240985929792,0.0675779797204638,0.17942940130789978,0.8739174270619765,0.8835342907279304,0.7289601481006055,0.9685081449605232,0.009054902740754187,0.008657893165946007,0.006380311050452291,0.012911807838827371,36.59859337516841,36.65417455795858,31.391153985549533,40.8556183151104,0.055691269244998697,0.046056926250457764,0.01882943119853735,0.12520217970013617,0.01808453392237425,0.017861448228359222,0.0074735797941684725,0.028769487887620928,0.6415584604139692,11,19,9,3,18,2,0,249,9.718215424642969,9.825046727604462,6.128033403386111,12.716967267530812,0.23103792801499368,0.21888364851474762,0.11186965890228749,0.35688972473144526,12.059291376171892,11.852111829143468,8.375094790417373,17.102371957608412,0.4060955734550953,0.40530961751937866,0.24556152522563934,0.5446950793266296,1.6415584604139692,1.5832531428731897,1.1192373649879244,2.2560078835362845,0.7629248333333334,0.8423354166666667,0.2670129166666666,0.9778229166666667,0.04260201339609921,0.03939167223870754,0.012983278138563037,0.07618255503475667,0.845693117621827,0.8533635916066775,0.7358348588293772,0.9164194428115745,2.3410759515289232,2.003833168968983,-4.092930951923762,11.105819033937289,17,18,18
LOLv2_0.7r_0.1anchorv2_0.08bdsp_0.1smv2_20260722-024327,r0.7-a2-sm0.1v2,best,100,LOLv2,RetinexPixelTrans,24,pure_low_single,datasets/LOLv2,8,384,42,10000,pure_low_single_pixel,0.7,v2,0.1,0.08,0.1,v2,,,,,,,,,,,,,,0.055691269244998697,0.046056926250457764,0.01882943119853735,0.12520217970013617,0.042298272466287014,0.03508896380662918,0.014242716925218703,0.10489877574145794,0.497928275167942,0.4985930621623993,0.4891397550702095,0.5039254754781722,0.05384845731779933,0.05522562749683857,0.03278431110084057,0.07194842770695686,0.05217221204191446,0.05394493415951729,0.02767125414684415,0.07226745933294296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.901599593960805,10.846994500978601,4.0312702322781515,26.279149564404293,1.7060155518036355,1.5510519057545358,0.3673977264180227,4.162184491121854,7.793871617672874,6.846199600065793,2.9955169575647353,16.05009711318906,0.20521752597644516,0.1975669335490442,0.1313735870560405,0.3279053382070489,0.11147211164236069,0.11046021059155464,0.03628724925220012,0.1936405204236507,0.10469971993938089,0.08750192075967789,0.02872293395921588,0.24524921625852583,0.06864748178049922,0.04347348399460316,0.02414922779425979,0.18108563423156737,6.791666666666667e-06,0.0,0.0,0.0,0.30107441675283114,0.28060163501678226,0.1963813003669678,0.4913220454702267,0.6752582291261361,0.7202508798923293,0.12456802859720734,0.9355790072889478,0.019808928342536093,0.01879770215600729,0.013950268737971783,0.025984746031463144,30.804283574119186,30.91413451278241,28.407318594308883,34.390171209565956,0.055691269244998697,0.046056926250457764,0.01882943119853735,0.12520217970013617,0.04900845069438219,0.0417315810918808,0.00962656969204545,0.12093048356473446,0.403766678569744,18,9,1,16,1,3,0,137,9.718215424642969,9.825046727604462,6.128033403386111,12.716967267530812,0.18489105999469757,0.18358749151229858,0.13279344737529752,0.251462759077549,13.385545498317326,13.239603942947578,10.677638397015356,15.664150939670067,0.32292772382497786,0.30771373212337494,0.2021099679172039,0.48389149308204654,1.403766678569744,1.317388586540531,0.9828080793893078,1.9525104415032215,0.6241002083333334,0.6051979166666667,0.26682625,0.9266654166666667,0.04105349576100707,0.03864540904760361,0.019871856737881898,0.06771864406764508,0.16092851126991473,0.15937055748876888,0.07120106750361904,0.23151211301650845,3.6673300736743584,4.0210061668646695,-1.7321947198404646,8.376090982368682,11,5,5
LOLv2_1.0r_0.05anchorv1_0.05bdsp_0.0smv1_20260714-024244,r1-a1-sm0v1,best,100,LOLv2,RetinexPixelTrans,24,pure_low_single,datasets/LOLv2,8,384,42,10000,pure_low_single_pixel,1.0,v1,0.05,0.05,0.0,v1,,,,,,,,,,,,,,0.055691269244998697,0.046056926250457764,0.01882943119853735,0.12520217970013617,0.042298272466287014,0.03508896380662918,0.014242716925218703,0.10489877574145794,0.5047271853685379,0.49921612441539764,0.4038624167442322,0.6335401266813279,0.215256482437253,0.2212122455239296,0.15751756504178047,0.25053624957799914,0.16320396520197392,0.16605494916439056,0.11816470995545388,0.2026165664196014,0.0039481805555555555,0.0021756944444444445,0.0002192361111111111,0.016224375,0.0016696527777777777,0.0005708333333333333,3.3194444444444444e-05,0.005955833333333331,11.291977842225476,10.641503446732301,5.010620591427878,23.214009252173994,4.869137687961211,4.530179714633263,1.551449999064041,8.83868074940645,10.973395595634367,10.067849160463105,5.70078294798387,18.526562166444684,0.7983367276147787,0.8160539263018286,0.6633992127370196,0.9112681246706884,0.042525375480763614,0.04076569154858589,0.010122052626684308,0.09159061536192893,0.09155802611261606,0.0807974673807621,0.036684892140328884,0.17782449647784235,0.04562745078466832,0.03697351925075054,0.01719720792025328,0.11608459800481796,0.0,0.0,0.0,0.0,0.19758264362313022,0.1915700454377589,0.11900509721441248,0.26660521336914905,0.8948604146312925,0.9056903040097135,0.756112983983707,0.9802132584945867,0.004060194035992027,0.0038697123527526855,0.0027767801424488426,0.00588103134650737,41.97694864586807,41.686625009400956,34.554650222154336,47.796099104022915,0.06862152436748147,0.06045062467455864,0.02881842404603958,0.13796107545495034,0.02293650174513459,0.02272970601916313,0.010335162281990051,0.03985417522490025,0.4124963748220558,1,13,17,4,11,4,12,132,9.718215424642969,9.825046727604462,6.128033403386111,12.716967267530812,0.176359061896801,0.15589087456464767,0.11145393066108226,0.26004658490419386,13.857192657860098,14.091837028616021,10.702533043708838,16.951230400722604,0.38639099165797236,0.37686578929424286,0.2192971386015415,0.5656081020832062,1.4124963748220558,1.3715886135787099,0.9850829091402538,1.9218706475186993,0.63616275,0.6589895833333332,0.1364816666666667,0.9695472916666665,0.058880998650565744,0.05754642188549042,0.020371518377214667,0.10075915716588496,0.8208869686996786,0.82125564713056,0.7333902155472493,0.8986958941238166,4.138977233217129,4.30056110402334,-1.8752207625061932,10.596793530923525,3,6,6
LOLv2_1.0r_0.05anchorv2_0.05bdsp_0.0smv1_20260714-060043,r1-a2-sm0v1,best,100,LOLv2,RetinexPixelTrans,24,pure_low_single,datasets/LOLv2,8,384,42,10000,pure_low_single_pixel,1.0,v2,0.05,0.05,0.0,v1,,,,,,,,,,,,,,0.055691269244998697,0.046056926250457764,0.01882943119853735,0.12520217970013617,0.042298272466287014,0.03508896380662918,0.014242716925218703,0.10489877574145794,0.5061939445137977,0.5006671249866486,0.4030759572982788,0.63446726500988,0.2155572961270809,0.22186116874217987,0.15855616703629494,0.2515435203909874,0.16374856688082218,0.1655961126089096,0.11888555958867074,0.2040455214679241,0.004140708333333333,0.0023902777777777776,0.00023993055555555557,0.01674152777777778,0.001367013888888889,0.00048194444444444446,3.069444444444445e-05,0.004882847222222222,11.317349455553645,10.648892764480559,5.033777906606972,23.23275282722793,4.885693336781975,4.562262204289258,1.5480580053147903,8.803560832377535,11.000743709500805,10.050712829457222,5.72482148906484,18.56039359450313,0.7988379790269186,0.8196102802859511,0.6606144049314358,0.9087583535889058,0.04279723258223385,0.0409019123762846,0.010206187004223466,0.09223572984337805,0.0912806498259306,0.08070729672908783,0.03658348079770804,0.17769832536578178,0.04545901308767498,0.03700807876884937,0.01711087953299284,0.11594262160360813,0.0,0.0,0.0,0.0,0.19981178453360587,0.19260930611312324,0.119178392644325,0.26902791700114964,0.8951178430049977,0.9063914933945987,0.7565568092323955,0.9800130329578843,0.004065139640588313,0.003855258342809975,0.0028021553182043138,0.005909549002535641,41.92927102240831,41.698452573072956,34.502244225262714,47.728901356030796,0.055691269244998697,0.046056926250457764,0.01882943119853735,0.12520217970013617,0.035589380580931904,0.034981826320290565,0.018487312644720075,0.055515392869710925,0.4167453955221887,2,16,18,10,12,5,0,151,9.718215424642969,9.825046727604462,6.128033403386111,12.716967267530812,0.1771861492842436,0.15680334717035294,0.1122727207839489,0.26257063895463945,13.828558970059092,14.116291814293724,10.553888487501704,16.89985118954519,0.38492791682481764,0.37543952465057373,0.216757133603096,0.5569977223873138,1.4167453955221887,1.3736804747744573,0.9821124839006787,1.9309386755037041,0.6391894583333333,0.661,0.14139958333333333,0.969961875,0.05858963488601148,0.05650225654244423,0.020078609976917502,0.10226081758737564,0.8217386597905992,0.8212365386119189,0.7371744915896038,0.8996188903555146,4.1103435454161215,4.146582430548718,-1.9566885008037043,10.681789748189487,5,8,9
